"title","text","modified","created","color","tags","type"
"Claster","*AKA: The Awakening Gods*

The Claster have no known average life span.

---

### <<list-links '[tag[Claster]tag[😇 gods]]'>>","20230502223744313","20220108204008512","#969696","[[😇 gods]] [[🔒 private]]","text/x-markdown"
"Claster Amaaliat","## **God of:** Fauna

## **Godly description**

## **Physical description**

---

### <<list-links '[tag[Claster Amaaliat]]'>>","20230502223744314","20220108204853967","","[[😇 gods]] Claster [[🐐 Aaliat]] [[🔒 private]]","text/x-markdown"
"Claster Balxainne","## **God of:** The Elements

## **Godly description**

## **Physical description**

---

### <<list-links '[tag[Claster Balxainne]]'>>","20230502223744315","20220108204741004","","[[😇 gods]] Claster [[⚖️ Balx]] [[🔒 private]]","text/x-markdown"
"Claster Eprehtt","## **God of:** Mortality

## **Godly description**

## **Physical description**

---

### <<list-links '[tag[Claster Eprehtt]]'>>","20230502223744315","20220108204800247","","[[😇 gods]] Claster [[💀 Reht]] [[🔒 private]]","text/x-markdown"
"Claster Fomrhenet","## **God of:** The Sky

## **Godly description**

## **Physical description**

---

### <<list-links '[tag[Claster Fomrhenet]]'>>","20230502223744316","20220108204924636","","[[😇 gods]] Claster [[☁️ Fomrh]] [[🔒 private]]","text/x-markdown"
"Claster Gaiyadri","## **God of:** Geography

## **Godly description**

## **Physical description**

---

### <<list-links '[tag[Claster Gaiyadri]]'>>","20230502223744316","20220108204820257","","[[😇 gods]] Claster [[⛰️ Yadri]] [[🔒 private]]","text/x-markdown"
"Claster Kromaeg","## **God of:** Time

## **Godly description**

## **Physical description**

---

### <<list-links '[tag[Claster Kromaeg]]'>>","20230502223744316","20220108204839420","","[[😇 gods]] Claster [[⏳ Krom]] [[🔒 private]]","text/x-markdown"
"Claster Phredruxe","## **God of:** Flora

## **Godly description**

## **Physical description**

---

### <<list-links '[tag[Claster Phredruxe]]'>>","20230502223744317","20220108204537111","","Claster [[😇 gods]] [[🌱 Druxe]] [[🔒 private]]","text/x-markdown"
"Claster Veyeimall","## **God of:** Emotions

## **Godly description**

## **Physical description**

---

### <<list-links '[tag[Claster Veyeimall]]'>>","20230502223744317","20220108204944961","","[[😇 gods]] Claster [[❤️ Yeima]] [[🔒 private]]","text/x-markdown"
"Combat section","Section in charge of inter-[[starship|🚀 starships]] combat, as well as individual combat. They keep the rest of the crew safe while on the ship, repair weapons and guns, and report only to themselves and the [[Command section]].

---

## **Crew**
### <<list-links '[tag[Combat section]tag[💼 crew roles]]'>>

---

## **Rooms**
### <<list-links '[tag[Combat section]tag[🚻 ship rooms]]'>>","20230502223744317","20211222020247309","#ff0000","[[📛 crew sections]]","text/x-markdown"
"Command section","Section in charge of all directive-specific issues, and are the primary point of contact for off-[[ship|🚀 starships]] communication. The smallest [[section|📛 crew sections]], but with higher hierarchy than any other.

---

## **Crew**
### <<list-links '[tag[Command section]tag[💼 crew roles]]'>>

---

## **Rooms**
### <<list-links '[tag[Command section]tag[🚻 ship rooms]]'>>","20230502223744318","20211222020150913","#ffff00","[[📛 crew sections]]","text/x-markdown"
"Construct names","- APM8
- MIX *(1009)*
- UET-75
- CCLV *(255)*
- BSNR9-3
- ~~DIL *(549)*~~
- SDJ-0-O
- IC *(99)*
- TGD4","20220526114700272","20220128182631335","","[[📝 lists]] Constructs [[🔒 private]]","text/x-markdown"
"Constructs","An artificial race created by [[🪨 Remora]] harvesters as a way to automate labour in an industry stretched thin. Once their harvesters realized their creations' sentience, they released them from servitude. Since then, Construct creation proliferated throughout [[⚫ The Sparce]], and has even been adopted by planar residents, though at a far less sentient degree. Constructs are rare, but growing steadily in numbers. There in furious debate (both within their race and out) as to whether they possess souls, but the matter ultimately has no consequence.

Most constructs operate using a conjunction of both magical and technological means. Arcane power governs their logic and intelligence, but Turing-esque tape machines power their movement, strength, and agility.

Constructs, while popularized for industry use in the late [[Aetivima Period]], were actually in use in various prototype stages by military ventures as early as [[~pc850|Passage Consideration]].

Constructs typically live as long as their parts will allow them to.

*Players' note: Use the Warforged race if playing a Construct.*","20230504191125848","20220111001444594","#0096fa","[[🧑 races]] [[Playable races]]","text/x-markdown"
"Cook","## **Location:** The [[Kitchen]]
## **Chain of command:** 3rd in [[Science section]]

---

- ### Prepares meals for the crew
- ### Manages and distributes rations from the larder","20211230232151242","20211222020051957","","[[💼 crew roles]] [[Science section]]","text/x-markdown"
"Copra Almorr","A highly-influential [[Caecilian|Caecilians]] operating in [[Atolondrar]] and [[Bhava]]. His dealings with under-the-table organizations has made him one of the most powerful underworld kingpins of the [[Hīkoi Period]] period. His dealings revolve around the circulation and reappropriation of luxury goods, as well as the valuable information that results from such a trade.

He was the initiator of [[The Hinengaro Heist]], but remains in the shadows to all those except [[the occasional confidant or spy|Svae Tsering]]. To many, he is known simply as 'The Serpent'.","20230516183705583","20230508145143021","","[[🔒 private]] Caecilians [[Hinengaro Heist NPCs]]","text/x-markdown"
"Cormac Seadh","","20230511015409716","20230511015340310","","[[Hinengaro Heist NPCs]] [[🔒 private]] [[🚧 todo]] Demons","text/x-markdown"
"Cremor Credit Union","A loose conglomeration of banks and loan shops that surfaced in the relatively 'civil' middle era of the [[Aetivima Period]]. It, as well as other bureaucratic measures were the catalyzing force for many civil disputes, leading to, thousands of years later, the birth of the [[Taqadum Period]].

Unlike many other predatory [[🏢 companies]] that fell in the wake of the Aetvima Period, Cremor underwent massive restructuring and publicization, becoming the foundational structure for [[The Remora Guild]]. Scholas debate to this date the possibly negative modern-day consequences of this development.","20220624161034131","20220624153621827","#ff6464","[[🏢 companies]] [[The Remora Guild]] [[Aetivima Period]]","text/x-markdown"
"Crumblekin","A mysterious, nomadic, and extremely neutral race of short golem-like people. Though quite private by nature, they occasionally venture into more inhabited places in groups of 15-30. Peaceful, and almost friendly by nature, they are welcomed nearly anywhere. They stick primarily stick to [[⚫ The Sparce]].

Though they have no mouths, they can speak, and appear to understand any language spoken to them. Public consensus says that they have no individual names or terribly distinct personalities. They poses one eye, which encompasses nearly half the entirety of their faces. It never blinks. Though study has been impossible, they appear to be fully formed from hard yet deformable clay. They always wear pointed hats and gowns, also made of this same clay.

---

Crumblekin do in fact age, but only reproduce selectively and slowly. They go through 3 stages in their lifetimes:

## **Infancy**
- 0 - 1 year
- ~3ft tall
- Only able to speak one word at a time
- Surprisingly composed
- Objectively curious

## **Adulthood**
- 1 - 5 years
- ~5ft tall
- Only able to speak two words at a time
- Protective of their infants
- Far more private

## **Old age**
- 5 - 50 years
- ~8ft tall
- Only able to speak three words at a time
- Extremely rare
- Wise and contemplative
- Never seen in public","20230502225703973","20220313003919157","","[[🧑 races]]","text/x-markdown"
"Crystal Ship Guests","","20230504173058974","20220515125544499","#fa9600","[[🔒 private]] [[📚 campaigns]]","text/x-markdown"
"Crystal Ship NPCs","## **[[Celestials]]**
### <<list-links '[tag[Crystal Ship NPCs]tag[Celestials]]'>>

---

## **[[Constructs]]**
### <<list-links '[tag[Crystal Ship NPCs]tag[Constructs]]'>>

---

## **[[Demons]]**
### <<list-links '[tag[Crystal Ship NPCs]tag[Demons]]'>>

---

## **[[Florafolk]]**
### <<list-links '[tag[Crystal Ship NPCs]tag[Florafolk]]'>>

---

## **[[Giants]]**
### <<list-links '[tag[Crystal Ship NPCs]tag[Giants]]'>>

---

## **[[Humanoids]]**
### <<list-links '[tag[Crystal Ship NPCs]tag[Humanoids]]'>>

---

## **[[Kromacvin]]**
### <<list-links '[tag[Crystal Ship NPCs]tag[Kromacvin]]'>>

---

## **[[Primordials]]**
### <<list-links '[tag[Crystal Ship NPCs]tag[Primordials]]'>>

---

## **[[Zoofolk]]**
### <<list-links '[tag[Crystal Ship NPCs]tag[Zoofolk]]'>>","20230511015810899","20220118201059177","#fa9600","[[🔒 private]] [[📚 campaigns]]","text/x-markdown"
"Crystal Ship PCs","","20230504173058977","20220124202158149","#fa9600","[[🔒 private]] [[📚 campaigns]]","text/x-markdown"
"Cuttlefish","A stealth-focused combat [[ship|🚀 starships]], utilizing camouflaging technology to mask it to communications, visuals, and radar. Small and bulbous, but perfect for assassins.

---

## **Dynamic signal camouflage**
- ### Invisible on all non-[[⚔️ fight]] ship radar
- ### +1 to ship AC","20220122225147862","20211228022032839","","[[🚀 starships]] Lightweight [[⚔️ fight]]","text/x-markdown"
"Cyr, Singular Foreteller","An ancient, massive [[Kromacvin]] [[demigod|Oleald]], kept secret far beneath the earth of [[Singular City]] on [[⏳ Krom]]. They are one of the oldest living beings in all the [[🌐 The Pantry]], and the prime source of greater prophecies for [[The Foretellers Enclave]]. They were born in [[pc103|Passage Consideration]]

Due to their enormous size, unstable mutagenic form, and maddening foretelling, they are kept out of public view, and worshipped from afar.

Though knowledge of Cyr was much more widespread during the [[Aetivima Period]] and the early [[Taqadum Period]], their mention has since been regulated outside of Krom.","20230504180928061","20220602192910078","","[[🔒 private]] [[😇 gods]] Oleald [[Yyenwid Ransfo]] [[The Foretellers Enclave]] [[Hīkoi Period]] [[Aetivima Period]] [[Taqadum Period]] Kromacvin [[🧑‍🔬 figures]] [[Singular City]] [[⏳ Krom]]","text/x-markdown"
"Dalha Empire","An [[Aetivima Period]] [[human|Humanoids]] monarchy spanning 23 generations. Between its 12th and 16th incarnations, it reigned control over [[The Mortar]], severely impacting [[Pantry|🌐 The Pantry]]-wide relations. It was known (especially in its later generations) for its extreme aggressiveness and lack of foresight.

Many scholars of the time were completely unaware as to how it was able to hold control of such a crucial junction for so long, though many speculate [[external|😇 gods]] forces may have been at play.","20230428145311166","20220512015813281","#ff6464","[[🤝 organizations]] [[The Mortar]] [[Aetivima Period]] [[👥 cultures]]","text/x-markdown"
"Deiniol Kadarash","A ruthless baron of the [[Cremor Credit Union]] during the middle [[Aetivima Period]], famed for his unorthodox punishment measures. It is rumoured, in legend, that the great [[Oleald]] lord was oft to consume those who defaulted on his generous loans, taking their limbs as payment. As such cruelties were pervasive at the time, and Deiniol was held in high standing among many [[planar|🌍 planes]] officials and lower-order [[😇 gods]].","20230504181408280","20220602192453784","","Oleald [[😇 gods]] [[Yyenwid Appetan]] [[Aetivima Period]] Demons [[❤️ Yeima]] [[Cremor Credit Union]] [[🧑‍🔬 figures]]","text/x-markdown"
"Demon names","- Cennydd
- Emlyn
- Luned
- Caerwyn
- ~~Ierol~~
- Margred
- ~~Deiniol~~
- Sion
- Einian
- ~~Sulwyn~~","20230509175923641","20220128182514955","","[[📝 lists]] Demons [[🔒 private]]","text/x-markdown"
"Demons","Perhaps the one of the most controversial [[🧑 races]] in the whole of [[🌐 The Pantry]], Demons are at once tactful diplomats and raging warlords. Their plethora of subraces mirror a range of seven emotions (Love, Joy, Curiosity, Apathy, Jealousy, Fear, Anger). Demon societies are rigidly structured into hierarchies, with the ""good"" emotions always on top. While popular misconception attributes negativity to the lower castes of Demons, most are incredibly individualistic, and rely only mildly on their emotional designation. Demons are born Green coloured, but change through Yellow, Orange, Red, Purple, and finally Blue during their lifetimes.

Demons possess a strange magic quality which allows them to perceive strong emotions related to their particular subrace in individuals, but only if they have formed a ""pact"" with said person. Through innate racial magic, they must perform any request imposed upon them though such a pact (enacted only willingly), and in exchange have access to the other's emotions as discussed above.

If a Demon makes enough pacts (usually an extremely high number) with a particular being, they begin to lose their sense of self, and even corporeal form. In time, and with more pacts, their very mind and essence may take up residence inside the other's body and brain, fully immersed in emotion and thought. This ""possession"", while rare, can be extremely devastating, for both the demon and their host.

Demons typically live between 100-120 years.

*Players' note: Use the Tiefling race if playing a Demon.*","20230504191322770","20211226233241091","#0096fa","[[🧑 races]] [[❤️ Yeima]] [[Playable races]]","text/x-markdown"
"Devil-Eater","A mammalian Zoofolk [[Oleald]] god, specifically of the species *Tasmanian Devil*, and one of the most feared assassins during the [[Aetivima Period]]. She was one of the only documented cases throughout history of the murder of a demigod.

Instead of being born with the blood of [[😇 gods]], it was given to her much later in life. [[Yyenwid Modsiw]] bestowed dark sorcery and profane faith upon her after the slaughter of most of her demi-plane during one of the many Aetivima conquests by [[Demons]] on [[🐐 Aaliat]].

She utilized her granted power to horrid ends, spilling death and assassination across many on [[❤️ Yeima]] (both those who deserved it and those who did not). She was killed by a coalition of pan-[[Pantry|🌐 The Pantry]] Oleald 50 years before the beginning of the [[Taqadum Period]] in [[~pc2,250|Passage Consideration]].

Ironically, it is said that she spent so much time on Yeima after her ascension to demigod-hood that she adopted the local accent.","20230504180946204","20220812192109595","","[[😇 gods]] Oleald Zoofolk [[🧑‍🔬 figures]] [[Aetivima Period]] [[Yyenwid Modsiw]] [[🐐 Aaliat]]","text/x-markdown"
"DIL","## **Physical description**
- **Stat block:** 
- He/Him
- [[Construct|Constructs]]
- Wide body with large lamp / radiator in the centre
- Skinny arms and cylindrical head
- Straw hat
- Painted on overalls

## **Voice description**
- Southern drawl
- As gravelly as possible

## **Character description**
- Name means 549
- Long-haul space cattle runner
- Found all over","20230428142516185","20220329181658521","","[[Crystal Ship NPCs]] Constructs Zopilote [[🔒 private]]","text/x-markdown"
"Dino (Prestidigious Hort)","> **Player:** Yuri
> **Race:** Demon (Curiosity)
> **Class:** Wizard (Bladesinger)
> **Pronouns:** he/him
> **Passive perception:** 9
> **Max HP:** 21
> **[Character sheet](images/TAG/Dino.jpg)**
> **[Backstory](images/TAG/Dino.pdf)**

---

## **Hooks**

- [[Leilland]], his lover who he made too many pacts with, and lost his physical form to
- When he did so, his spirit inhabited Leilland's body until a greater restoration was performed upon her, and he was [[reincarnated|Life after death]] due to his intense karmic desires
   - He will dream of this
- [[Copra Almorr]] knows the whereabouts of Leilland, and will reveal it to him after [[The Hinengaro Heist]]","20230511015204484","20230508140844333","","[[Hinengaro Heist PCs]] [[🔒 private]] [[The Hinengaro Heist]] Demons","text/x-markdown"
"Diplomat","## **Location:** The [[Safe room]]
## **Chain of command:** 3rd in [[Command section]]

---

- ### Coordinates proper forms of communication with foreign cultures/races/ships
- ### Diffuses situations and brokers deals","20211230233301999","20211230233034534","","[[💼 crew roles]] [[Command section]]","text/x-markdown"
"DM house rules","## **Combat**

- The cooler a player describes their attack *(within reason)*, the more chance that it'll get advantage

- Certain combats may employ a turn timer of 15s per turn

- Mid-level bosses may have Legendary Actions

- HDYWTDTs are employed

## **Roleplay**

- Dialogue from languages that are not understood by everyone at the table are conveyed secretly","20230427164308275","20230427163529641","","[[🛑 rules]] [[🔒 private]]","text/x-markdown"
"Druxe pestle","### **Form**: Thick leafy wall, must be actively pushed through

An intense and satisfying oneness comes to those crossing the Druxe pestle. A sense of connectedness and simple peace works its way into the mind and body of those coming through.

The Druxe pestle is one of the most heavily-trafficked pestles, allowing enormous hordes of far-flung tourists from all over [[🌐 The Pantry]] to pass through it every day.","20220812191637079","20211230230001783","","[[🚪 pestles]] [[🌱 Druxe]] [[The Mortar]] [[🔒 private]]","text/x-markdown"
"Dugong","The most classic example of a transport [[ship|🚀 starships]] in the whole of [[⚫ The Sparce]]. A common sight along shipping lanes, with its long, round shape.","20220113021517742","20211228022341160","","[[🚀 starships]] Heavyweight [[⚓ freight]]","text/x-markdown"
"Dure","## **Physical description**
- **Stat block:** Spy, p. 349
- She/Her
- Florafolk (Vine)
- ~6 ft
- Twisted and sinewy arms
- Curled-back head branches

## **Voice description**
- Uses very few words (1-5 syllable sentences)
- French ([[Kromacvin]]) accent
- Doesn't speak, unless to [[Ver]] or [[Bran Hegan]]

## **Character description**
- [[Bran Hegan]]'s co-second-in-command
- Combat specialist","20230428142516188","20220120031955093","","[[Crystal Ship NPCs]] [[The Sparcian Commonwealth]] Florafolk [[The Orkha]] [[🔒 private]]","text/x-markdown"
"Égide","One of the 4 council members of [[The ReMat Peoples' Front]], with jurisdiction in [[Zopilote]]. Charismatic and honest, but with secretly very little moral compass. A 'party career' person of sorts, who plays up his [[Kromacvin]] heritage, even though he grew up in [[⚫ The Sparce]].","20230428142516189","20220722160727338","","[[The ReMat Peoples' Front]] [[Singular City]] [[🔒 private]] [[Crystal Ship NPCs]] Kromacvin","text/x-markdown"
"Emmaryn","> **Player:** Leo (LeoMorV)
> **Race:** Kromacvin/Florafolk
> **Class:** Druid
> **Pronouns:** they/she
> **Passive perception:** 11
> **Max HP:** 22
> **[Character sheet](images/TAG/Emmaryn.pdf)**

---

## **Backstory**

I am a mushroom that took over a Drow body, and in the process of merging I've retained memories and personality traces of my host. I actually identify as her and am essentially her but 'mushroom-like'. I love being humanoid and the feeling of anthropomorphic perception interlaced with my mycelium consciousness. Emotions and sensation are fascinating to me but I don't really understand them.

---

## **Hooks**

- Their family may be unhappy with their lifestyle of anti-capitalist wandering
- She will be a prime candidate for [[The Sodality of Miasma]]","20230511005726435","20230508140745030","","[[Hinengaro Heist PCs]] [[🔒 private]] [[The Hinengaro Heist]] Kromacvin Florafolk","text/x-markdown"
"Engine room","## **Location:** Rear

---

- ### Boiler/burner/engine/fuel access
- ### Lots of controls and knobs","20220209192937379","20211228195531090","","[[🚻 ship rooms]] [[Engineering section]]","text/x-markdown"
"Engineering section","The largest and generally most worked [[section|📛 crew sections]]. They maintain most of the [[ship|🚀 starships]]'s equipment, and the engines. Often called for repair of fabrication work.

---

## **Crew**
### <<list-links '[tag[Engineering section]tag[💼 crew roles]]'>>

---

## **Rooms**
### <<list-links '[tag[Engineering section]tag[🚻 ship rooms]]'>>","20230502223744321","20211222020317791","#00ff00","[[📛 crew sections]]","text/x-markdown"
"Episode 1: Return To Sender","## **Session notes**

### **Characters**
- [[Mule]]
   - Found the [[Giant|Giants]] in the hold
   - Handily defeated the [[Regiment 7]] guards
   - Protected the interns
   - Got familiar with the ship
- [[Penellaphe (Pen) Astaseul]]
   - Made friends with LIV
   - Fixed the Orca's navigation
   - Interfaced and customized [[The Crystal Ship]] (set to one of her dads, kind and intelligent, if a bit neurotic)
- [[Brahmiel (Brahm)]]
   - Helped the doctors with a patient
   - Cooked dinner
   - Set up greenery in the ship

### **Party**
- The party met with [[Bran Hegan]], [[Ver]], and [[Dure]] and were given their ship
- The party was introduced to [[Reffiq]] and [[Twis]]
   - They learned of their death in a firefight after a protest on [[💀 Reht]]
- The ship was stocked, and they headed on their way

### **To plan**
- Flesh out [[Reffiq]] and [[Twis]]'s backstories
   - Make ship personalities for them
- Add more gods/godly influence
- Make name lists
- Plan the colony encounter
- Find ways to leverage the political grey area
- Show more about the world

---

## **Session goals**
- Jump-start the campaign
- Introduce a mechanic or two
- Situate the players in the ship and in their roles
- Set them on their way

---

## **Timeline/scenes**

### **Returning from death**

For [[Brahmiel (Brahm)]]: Flat stone area, sounds of water to the left, and wind to the right. Surrounded by endless rocks of varying size. All rocks shift, twitch, and ripple when walked near to. After a few steps, one doesn't stop shaking. If approached and picked up, it crumbles into dust, which invades his sinuses and the dream ends.

For [[Mule]]: Deep underwater in a stormy reef. Many other bodies are intertwined in the kelp. Struggling to the surface, they see a thin strip of land and a distant mountain on the horizon. Before anything can be done, a large wave crashes over them and the dream ends.

For [[Penellaphe (Pen) Astaseul]]: Sharp shale ridge, with a flat valley down below, and a sea far below it. Climbing the shale and awkward passages, she makes it towards a shining and vibrating source at the top. Upon grasping it, its light blasts all that can be seen, and the dream ends.

### **Each character starts in different locations on a [[Commonwealth|The Sparcian Commonwealth]] ship after being [[re-materialized|Flow Re-materialization]]**

All awaken with small circular tattoos around the base of their necks. This is a by-product of the re-materialization.

1. In the medbay, surrounded by bodies
   - All on cots
   - Doctors don't notice at first, and are unarmed
2. In the hold, tucked away between boxes
   - Inside a flimsy box, must break to exit
   - Various weapons, medicines, archives, and [[🪨 Remora]]
   - Sedated and sleeping [[Giant|Giants]] tucked away in the very back. Covered in a tarp and well hidden
   - Sounds of footfalls up above
3. In a detached escape pod
   - Coming out of a stasis tube
   - Glass is cracked, but holding
   - First aid kit (open), rations, emergency manuals, etc. lying around

### **They each have to survive for a little while in separate ways**

1. Attended to by doctors upon awakening, and asked to help with a critical patient
   - Given stimulants and water
   - Other patient (Vhenjel, Human) starts to convulse, and a vein must be found to inject serum (Medicine DC 10 to stabilize)
2. Very small (and easy) combat encounter in an empty corridor. 2 [[Regiment 7]] boarding soldiers (Cultist, p. 345)
   - Just coming out of a room after searching it
   - Will give chase if ran from
3. [[Flowstone|Flowstones]] hidden in the cabin (Investigation DC 7 to find). Must float back to the main ship or activate an emergency beacon
   - With the Flowstone, they can kick off and bounce along through the debris towards a hole in the hull
   - If they activate a beacon, the ship's engineer shoots out a grappling hook to pull them in

### **Eventually, the cavalry arrives. They are separately brought brought to the breach**

1. Escorted by doctors
   - They were told to bring any that survived to the bridge
   - They're still very nervous, and keep a distance (dangerous procedure)
2. Meet up with Commonweath soldiers
   - [[Barracuda]] and [[Cuttlefish]] ships fly by
   - Explosions far out in space
   - Door at the end of the corridor opens, and [[Dure]] and soldier come through
3. Float or towed to the [[Engine room]] by the ship's Engineer
   - Back of ship is blown off, exposed to [[⚫ The Sparce]]
   - Must deploy the emergency shield (INT DC 12 to activate)
   - Comms are down, so they have to go to the bridge to report the change

### **They are commended for their effort by Captain [[Bran Hegan]]**

I understand that this is probably a strange experience for you all. Know that this was not the way I wanted to meet. But I'm so glad you were able to make it. You probably have many questions.

I'm not sure if you were aware, but you were dead. Quite handily so. No trace, as far as we could tell. Pretty much vaporized... Probably best to just say it: [[Re-materialization|Flow Re-materialization]] is a finnicky science. We brought you back from nothing. Our Chemists were able to synthesize minute particles of your coming through [[🌌 The Flow]]. Through arcane and circuit, you've got a second chance.

As you're probably aware, we're not in the most stable of situations. Conflict racks us. This was the work of The Convoke. They're not so friendly off world, and they definitely don't want us shipping aid to mining colonies.

I know this is probably all a lot to handle right now, but, I have one more matter. I'd love to help get you on your way, back to picking up your lives, but I'm stretched thin as it is. I'm willing to offer you all a ship, but it comes with a job. An official one. It's not combat, I wouldn't put you to that. we have a small fleet of information gathering, purely non-political. You'd be in our employ, but free to choose which tasks you take.

### **They head off in the direction of their first mission**

- Mission: Bring critical supplies to a nearby outpost that they recently lost contact with. They were going to check it out themselves, but had been ambushed
- Given a crew: Engineers to fill out the ranks. They had also been dead, but were re-materialized shortly before the battle
- Given a [[ship|The Crystal Ship]]: Most of their ships were out fighting, or were being repaired. However, they had this experimental model in the hangar that they were willing to spare
- Ship tour
   - Bridge with [[Median helm]]
   - Grappling interface
   - Common area & private rooms
   - Engine room
   - Medbay
   - Kitchen
- Ship personality is met with and customized
   - Must be set up through the helm first
   - Given a name and other identity elements
   - Encourages others to try the helm as well

Captain Hegan allows you to stay aboard his ship for as long as you want, to recuperate and get a feel for your new environment. In time, you all settle into your various nooks and crannies, and get ready for your first voyage aboard The Crystal Ship. (Anything they want to do before leaving). When the time comes, the support structs and scaffolding holding the ship in place are removed, the Orca's bay doors are opened, and your ship slowly begins to lift. It edges out of the doors, and hangs for a moment freely suspended in [[⚫ The Sparce]], before slowly picking up speed. You glide out and away from the main ship arcing around to head a course. With your reforged hearts, a destination charted, and minds on the future, you head out into the unknown.

---

## **NPCs**

- [[Commonwealth|The Sparcian Commonwealth]] soldiers
   - Captain [[Bran Hegan]]
   - [[Ver]]
   - [[Dure]]
   - Kolb, Anger Demon (Scout, p. 347)
- Ship doctors
   - Kaed, Halfling (Acolyte, p. 342)
   - Talira, Kromacvin (Commoner, p. 345)
- Ship engineer
   - LIV, Construct (Guard, p. 347)
- New crew
   - [[Twis]]
   - [[Reffiq]]

---

## **Nearby happenings**
- A firefight happening between a [[Barracuda]] Conclave ship and a modified [[Cuttlefish]] Commonwealth ship
   - Cuttlefish is losing
   - Gets swept away into [[🌌 The Flow]]
- 3 [[Fear Demon|Demons]] lab interns are hiding, huddled inside a storage closet
   - Cling to whoever saves them
- 5-6 communications and logistics officers have found a cache of guns and are fighting back
   - They lose a couple before being aided by soldiers
- Warehouse workers are pushing large covered barrels of [[🪨 Remora]] down the hallway
   - They mumble incantations and warding spells as they pass","20230511014340123","20220118164057368","","[[🗓️ Crystal Ship Sessions]] [[The Orkha]] [[🔒 private]]","text/x-markdown"
